nacchoid	module	scity	sstate	simplepopsourcecode	popcat3	popcat5	popcat7	popcat8	popcat9	q1	q2	q14b	q14c	q15r	q16	q17a	q17ab	q17b	q17c	q17cd	q17d	q17e	q17f	q17g	q17h	q17i	q17j	q17k	q17l	q17m	q18	q19a	q19b	q19c	q20	q21	govcat	yearstenure	b_module	m1weight2	popcat2old	c1_lhd_name0	LHD_Org	Contact_Category	v008_Profile	FIPS_CY
GA002	module 3	Pearson	GA	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	city/county	8144	6	2008	"<$500,000"	437615	0	42075	42075	155145	173492	18347	0	34384	8538	0	0	16796	0	0	162330	1	0	5700	0	0		local	1.92					Atkinson County Health Department	LHD	1	13003
GA003	module 3	Alma	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	city/county	10452	6	2008	"<$500,000"	443529	0	54000	54000	180461	200886	20425	0	48603	16072	0	0	31804	0	0	92164	1	0	5900	0	0		local	21.08					Bacon County Health Department	LHD	1	13005
GA004																																											Baker County Health Department	LHD	1	13007
GA005	module 1	Milledgeville	GA	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	city/county	47473	6	2008	"$500,000-$999,999"	979044	0	176956	176956	524511	524511	0	0	90456	41239	0	0	125904	12835	0	7143	1	0	0	0	0		local	1.42	1	6.66	"<50,000"	Baldwin County Health Department	Baldwin County Health Department	LHD	1	13009
GA006																																											Banks County Health Department	LHD	1	13011
GA007																																											Barrow County Health Department	LHD	1	13013
GA008		Cartersville	GA	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"75,000-100,000"	city/county	95795	6	2007	"$1,000,000-$4,999,999"	1618820	0	448902	448902	527562	781079	253517	0	41631	16000	0	0	139288	189455	0	18465	1	0	11365	0	0		local	14.58					Bartow County Health Department	LHD	1	13015
GA009																																											Ben Hill County Health Department	LHD	1	13017
GA010																																											Berrien County Health Department	LHD	1	13019
GA011		Macon	GA	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	county	155181	1	2008	"$5,000,000-$9,999,999"	5506103	0	762862	762862	2574862	2574862	0	437992	353665	122281	0	21924	420490	0	0	682726	1						local	11.58					Macon-Bibb County Health Department	LHD	1	13021
GA012																																											Bleckly County Health Department	LHD	1	13023
GA013	module 2	Nahunta	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	city/county	16271	6	2008	"$500,000-$999,999"	504981	0	92266	92266	182332	199934	17602	0	41906	18369	0	0	25388	0	0	127118	1	0	6400	0	0		local	8.92					Brantley County Health Department	LHD	1	13025
GA014																																											Brooks County Health Department	LHD	1	13027
GA016	module 3	Statesboro	GA	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	city/county	65115	6	2008	"$1,000,000-$4,999,999"	1523452	0	160900	160900	588273	639177	50904	0	81823	35798	0	0	145617	0	0	460137	1	0	10500	0	0		local	4.58					Bulloch County Health Department	LHD	1	13031
GA017																																											Burke County Health Department	LHD	1	13033
GA018	module non-respondent	Jackson	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	21934	6	2008	"$500,000-$999,999"	781410																1				0		local	1.58					Butts County Health Department	LHD	1	13035
GA019																																											Calhoun County Health Department	LHD	1	13037
GA020																																											Camden County Health Department	LHD	1	13039
GA021		Metter	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	city/county	10577	6	2008	"<$500,000"	419942	0	105380	105380	189579	201503	11924	0	31236	8285	0	0	24662	0	0	48876	1	0	5900	0	0		local	2.42					Candler County Health Department	LHD	1	13043
GA022		Carrollton	GA	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	county	114060	7	2008	"$1,000,000-$4,999,999"	1985802																2	0	0	0	0	0	local	1.42					Carroll County Health Department	LHD	1	13045
GA023	module 1	Ringgold	GA	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	county	63372	1	2008	"$1,000,000-$4,999,999"	1279996	0	395837	395837	393780	561085	167305	0	42725	0	0	0	118786	72945	0	88618	1	0	9224	0	0		local	14.58	1	5.11	"50,000+"	Catoosa County Health Department	Catoosa County Health Department	LHD	1	13047
GA024		Folkston	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	city/county	10867	6	2008	"<$500,000"	392137	0	55560	55560	171284	186046	14762	0	30804	16779	0	0	27911	0	0	75037	1	0	5950	0	0		local	18.75					Charlton County Health Department	LHD	1	13049
GA025																																											Chatham County Health Department	LHD	1	13051
GA027	module 1	Summerville	GA	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	26703	1	2008	"$500,000-$999,999"	697022	0	153798	153798	309263	396026	86763	0	40952	0	0	0	59990	33920	0	12336	1	0	6596	0	0		local	14.58	1	6.66	"<50,000"	Chattooga County Health Department	Chattooga County Health Department	LHD	1	13055
GA032		Homerville	GA	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	city/county	7016	6	2008	"<$500,000"	332179	0	62718	62718	154734	165756	11022	0	40243	8305	0	0	19056	0	0	36101	1	0	5600	0	0		local	23.92					Clinch County Health Department	LHD	1	13065
GA034	module non-respondent	Marietta	GA	esri 2007	500000+	500000+	"500,000-999,999"	"500,000-999,999"	"500,000-999,999"	"multi-county, district, region"	693135	6	2008	"$10,000,000+"	24095754	0	1329832	1329832	6690005	12343246	5653241	176130	1134856	37803	156437	149	1604416	0	0	7312885	2	385101	123769	91018	1	3.9	local	0.67					Cobb County Board of Health	LHD	1	13067
GA035	module 3	Douglas	GA	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	city/county	40809	6	2008	"$1,000,000-$4,999,999"	1627171	0	95000	95000	559375	634213	74838	0	85559	68243	0	0	154671	0	0	589485	1	0	8500	0	0		local	30.25					Coffee County Health Department	LHD	1	13069
GA036																																											Colquitt County Health Department	LHD	1	13071
GA039																																											Cook County Health Department	LHD	1	13075
GA042																																											Crisp County Health Department	LHD	1	13081
GA043		Trenton	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	16269	1	2008	"<$500,000"	441150	0	134040	134040	155751	212481	56730	0	13519	0	0	0	34209	29727	0	17174	1	0	5762	0	0		local	14.58					Dade County Health Department	LHD	1	13083
GA044																																											Dawson County Health Department	LHD	1	13085
GA046																																											Decatur County Health Department	LHD	1	13087
GA050																																											Dodge County Health Department	LHD	1	13091
GA051																																											Dooly County Health Department	LHD	1	13093
GA052																																											Dougherty County Health Department	LHD	1	13095
GA054																																											Early County Health Department	LHD	1	13099
GA057																																											Elbert County Health Department	LHD	1	13105
GA058		Swainsboro	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	22719	6	2008	"$500,000-$999,999"	869222	12000	145365	133365	394161	464277	70116	0	132902	9433	0	0	77386	19948	0	19911	4	0	0	0	0		local	1.17					Emanuel County Health Department	LHD	1	13107
GA059		Claxton	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	city/county	11450	6	2008	"$500,000-$999,999"	576844	0	71000	71000	205521	227302	21781	0	53540	14428	0	0	24980	0	0	185594	1	0	6000	0	0		local	31.83					Evans County Health Department	LHD	1	13109
GA061	module 2	Fayetteville	GA	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	city/county	109534	6	2008	"$1,000,000-$4,999,999"	1506360.38																2	0	100000	0	0		local						Fayette County Health Department	LHD	1	13113
GA047	module 3	Rome	GA	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"75,000-100,000"	county	96522	1	2008	"$1,000,000-$4,999,999"	2121195	0	353870	353870	766956	1066635	299679	0	76824	0	0	0	153215	250675	0	219976	1	0	11920	0	0		local	34.58					Floyd County Health Department	LHD	1	13115
GA062																																											Forsyth County Health Department	LHD	1	13117
GA063																																											Franklin County Health Department	LHD	1	13119
GA066	module 2	Gibson	GA	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	city/county	2747	6	2008	"<$500,000"	134363	0	22847	22847	77091	82167	5076	0	5862	0	0	0	18438	0	0	5049	1	0	0	0	0		local	1.17					Glascock County Health Department	LHD	1	13125
GA067																																											Glynn County Health Department	LHD	1	13127
GA068	module 1	Calhoun	GA	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	county	53264	1	2008	"$1,000,000-$4,999,999"	1304606	0	412340	412340	416334	628321	211987	0	25281	0	0	0	87804	123417	0	27443	1	0	8374	0	0		local	34.58	1	5.11	"50,000+"	Gordon County Health Department	Gordon County Health Department	LHD	1	13129
GA069		Cairo	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	city/county	24999	6	2008	"$500,000-$999,999"	799698	0	148223	148223	320104	404245	84141	0	40663	22305	0	0	138363	0	0	45899	1	0	4300	3000	0	0	local	0.5					Grady County Health Department	LHD	1	13131
GA070																																											Greene County Health Department	LHD	1	13133
GA049	module 1	Lawrenceville	GA	esri 2007	500000+	500000+	"500,000-999,999"	"500,000-999,999"	"500,000-999,999"	county	800680	1	2008	"$10,000,000+"	14000000	0	1120000	1120000	1800000	8240000	6440000	0	1032000	238000	250000	0	1720000	1200000	0	200000	1	350000	140000	0	1	6	local	6.92	1	3.5	"50,000+"	Gwinnett County Health Department	Gwinnett County Health Department	LHD	1	13135
GA073																																											Hall County Health Department	LHD	1	13139
GA074	module 3	Sparta	GA	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	9859	1	2008	"<$500,000"	426438	0	84060	84060	242958	242958	0	0	26487	4687	0	0	20872	0	0	47375	3	0	0	0	0		local	3.5					Hancock County Health Department	LHD	1	13141
GA075	module 1	Buchanan	GA	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	28925	1	2008	"$500,000-$999,999"	614989	0	0	0	147102	396689	249587	80881	45374	0	0	0	50204	37689	0	4152	1	0	6716	0	0		local	14.58	1	6.66	"<50,000"	Haralson Community Health Services	Haralson Community Health Services	LHD	1	13143
GA077																																											Hart County Health Department	LHD	1	13147
GA079		Franklin	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	11982	6	2008	"<$500,000"	284623	0	50000	50000	114431	148802	34371	0	44829	2065	100	0	30801	0	0	8026	1	0	0	0	0		local						Heard County Health Department	LHD	1	13149
GA081	module 1	Warner	GA	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	county	135930	7	2008	"$1,000,000-$4,999,999"	1889037.88	0	300000	300000	783722	857005	73283	0	104714	77497	0	0	273844	251779	0	24199	4				0		local	1.25	1	4.47	"50,000+"	Houston County Health Department	Houston County Health Department	LHD	1	13153
GA082																																											Irwin County Health Department	LHD	1	13155
GA085		Hazelhurst	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	city/county	13042	6	2008	"<$500,000"	469542	0	83280	83280	200594	220383	19789	0	52603	24794	0	0	39446	0	0	49036	1	0	6150	0	0		local	25.08					Jeff Davis County Health Department	LHD	1	13161
GA086	module 3	Louisville	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	16822	6	2008	"$500,000-$999,999"	569534	0	162500	162500	221172	221172	0	36300	27864	4893	0	0	35768	0	0	80037	1	0	1250	0	0		local	6.08					Jefferson County Board of Health	LHD	1	13163
GA087		Millen	GA	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	8788	1	2008	"<$500,000"	405023.28	73399	114399	41000	170186	197387	27201	0	42229	0	0	0	24136	0	0	13479	1	0	0	0	0		local	1.17					Jenkins County Health Department	LHD	1	13165
GA088																																											Johnson County Health Department	LHD	1	13167
GA089		Gray	GA	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	28075	6	2008	"<$500,000"	518678	0	155164	155164	195903	195903	0	0	28642	15165	0	0	44131	61512	0	18161	3	0	5000	0	0		local	12.42					Jones County Health Department	LHD	1	13169
GA090		Barnesville	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	17575	6	2008	"$500,000-$999,999"	548848	0	135000	135000	175951	229778	53827	0	57694	12236	0	0	40511	33494	0	40130	1				0		local						Lamar County Health Department	LHD	1	13171
GA091																																											Lanier County Health Department	LHD	1	13173
GA092																																											Laurens County Health Department	LHD	1	13175
GA094																																											Liberty County Health Department	LHD	1	13179
GA095	module 1	Lincolnton	GA	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	city/county	8541	6	2008	"<$500,000"	268783.59																1				0		local	1.17	1	8.96	"<50,000"	Lincoln County Health Department	Lincoln County Health Department	LHD	1	13181
GA096																																											Long County Health Department	LHD	1	13183
GA097																																											Lowndes County Health Department	LHD	1	13185
GA102	module 1	Thomson	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	21837	6	2008	"$500,000-$999,999"	562846.75	0	153767	153767	255005	255005	0	52137	42160	0	0	0	25277	11229	0	23270		0	250	0	0	0	local	1.17	1	8.96	"<50,000"	McDuffie County Health Department	McDuffie County Health Department	LHD	1	13189
GA099																																											Macon County Health Department	LHD	1	13193
GA100																																											Madison County Health Department	LHD	1	13195
GA101																																											Marion County Health Department	LHD	1	13197
GA104		Greenville	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	24278	6	2008	"$500,000-$999,999"	861744	0	127500	127500	335229	335229	0	0	55496	0	0	0	0	0	0	343519	1	0	0	0	0		local	9.25					Meriwether County Health Department	LHD	1	13199
GA105																																											Miller County Health Department	LHD	1	13201
GA106																																											Mitchell County Health Department	LHD	1	13205
GA107		Forsyth	GA	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	25214	6	2008	"<$500,000"	509098	0	119481	119481	212238	232121	19883	0	29897	8882	0	0	58732	40665	0	0	2	0	4800	0	0	0	local	0.75					Monroe County Health Department	LHD	1	13207
GA108																																											Montgomery County Health Department	LHD	1	13209
GA109																																											Morgan County Health Department	LHD	1	13211
GA110																																											Murray County Health Department	LHD	1	13213
GA113																																											Oconee County Health Department	LHD	1	13219
GA114																																											Oglethorpe County Health Department	LHD	1	13221
GA117		Fort Valley	GA	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	25803	6	2008	"$500,000-$999,999"	516251	0	120000	120000		299181		0	7427	14032	1900	0	39275	32680	0	1756	1	0	0	0	0		local	18.67					Peach County Health Department	LHD	1	13225
GA118		Jasper	GA	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	29934	6	2008	"<$500,000"	510528.44	0	77721	77721	219736	255435	35699	0	15547	30563	0	0	84561	0	0	24914	1	0	0	0	0		local	2.17					Pickens County Health Department	LHD	1	13227
GA119		Blackshear	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	city/county	17578	6	2008	"$500,000-$999,999"	698284	0	91679	91679	218773	242588	23815	0	49870	30326	0	0	42519	0	0	241302	1	0	6500	0	0		local	0.83					Pierce County Health Department	LHD	1	13229
GA121		Cedartown	GA	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	42356	1	2008	"$1,000,000-$4,999,999"	1067549	0	175878	175878	361125	562424	201299	0	72001	0	0	0	72948	54575	0	129723	1	0	9019	0	0	0	local	34.58					Polk County Health Department	LHD	1	13233
GA122																																											Pulaski County Health Department	LHD	1	13235
GA123	module 3	Eatonton	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	city/county	21148	6	2008	"$500,000-$999,999"	643924	0	235997	235997	186182	204962	18780	0	19400	21250	0	0	83944	78365	0	0	1	0	0	0	0		local	22.5					Putnam County Health Department	LHD	1	13237
GA124																																											Quitman County Health Department	LHD	1	13239
GA126																																											Randolph County Health Department	LHD	1	13243
GA127	module 3	Augusta	GA	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"200,000-499,999"	county	200679	6	2008	"$5,000,000-$9,999,999"	6779513	0	1223230	1223230	2225954	2225954	0	0	266845	9535	0	0	1322374	306945	0	1424630	1	0	250	0	0		local	1.17					Richmond County Health Department	LHD	1	13245
GA128	module 2	Conyers	GA	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"75,000-100,000"	city/county	84111	1	2008	"$1,000,000-$4,999,999"	2000000	0	160000	160000		1080000		0	280000	77000	3000	0	280000	120000	0	0	1	0	0	0	0		local	6.92					Rockdale County Health Department	LHD	1	13247
GA129																																											Schley County Health Department	LHD	1	13249
GA168	module 1	Sylvania	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	city/county	15762	6	2008	"$500,000-$999,999"	413226	0	0	0	231074	255830	24756	0	77483	9140	0	0	25883	12940	0	31950	1	0	0	0	0		local	1.17	1	8.96	"<50,000"	Screven County Health Department	Screven County Health Department	LHD	1	13251
GA131																																											Seminole County Health Department	LHD	1	13253
GA133		Griffin	GA	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	city/county	63874	6	2008	"$1,000,000-$4,999,999"	1418738	0	311705	311705	678397	678397	0	0	51733	0	0	0	376903	0	0	0	1	0	0	0	0		local	1.92					Spalding County Health Department	LHD	1	13255
GA134																																											Stephens County Health Department	LHD	1	13257
GA135																																											Stewart County Health Department	LHD	1	13259
GA136																																											Sumter County Health Department	LHD	1	13261
GA137																																											Talbot County Health Department	LHD	1	13263
GA138	module 1	Crawfordville	GA	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	1939	6	2008	"<$500,000"	141882.41	0	33873	33873	84944	84944	0	4902	6672	0	0	0	3211	1950	0	6330	1	0	250	0	0		local	1.17	1	8.96	"<50,000"	Taliaferro County Health Department	Taliaferro County Health Department	LHD	1	13265
GA139	module 1	Reidsville	GA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	city/county	23630	6	2008	"$500,000-$999,999"	692485	0	101815	101815	339348	356158	16810	0	62578	19815	0	0	49395	0	0	102724	1	0	7050	0	0		local	1.42	1	8.96	"<50,000"	Tattnall County Health Department	Tattnall County Health Department	LHD	1	13267
