nacchoid,module,lhdname,scity,sstate,simplepopsourcecode,popcat3,popcat5,popcat7,popcat8,popcat9,q1,q2,q14b,q14c,q15,q15r,q16,q17a,q17ab,q17b,q17c,q17cd,q17d,q17e,q17f,q17g,q17h,q17i,q17j,q17k,q17l,q17m,q17text,q18,q19a,q19b,q19c,q20,q21,govcat,yearstenure,State,Contact_Category,v008_Profile,FIPS_CY,Col1,Col2,Locale_State_FIPS_Code,Year,Numeric_Value,PrimaryLast
NY010,NA,Columbia County Department of Health,Hudson,NY,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,65674,1,2008,6400000,"$5,000,000-$9,999,999",4800000,0,20790,20790,1708000,1708000,0,0,174000,442110,0,177000,1700,111000,0,2180000,"Other is Early Intervention State Education revenue plus Medicaid,insurance.",1,69945,15055,0,1,1,local,8.17,NY,LHD,1,36021,NA,NA,NA,NA,NA,NA
WI014,NA,Columbia County Health Department,Portage,WI,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,56952,12,2007,768701,"$500,000-$999,999",830452,0,350717,350717,98483,392099,293616,0,44993,10594,12375,0,19520,0,0,154,Donation revenue from We-Care Program,1,99605,21552,0,1,1,local,1.92,WI,LHD,1,55021,NA,NA,NA,NA,NA,NA
WA007,NA,Columbia County Health District,Dayton,WA,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,4120,12,2007,335341,"<$500,000",335341,0,60000,60000,102378,226378,124000,1500,29018,2640,0,0,6738,11902,0,0,NA,1,16843,1986,0,1,0.25,local,11.92,WA,LHD,1,53013,Columbia,County,53,2003,14.4,Duplicate Case
AR014,module 3,Columbia County Health Unit,Magnolia,AR,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,25322,12,2007,1296090.9,NA,1296090.9,NA,39899,NA,222521,0,NA,0,NA,NA,0,0,0,0,0,0,Saleries are funded by the state and County funds Matience and operations of the building only,3,NA,NA,NA,0,NA,state,0.33,AR,LHD,1,5027,NA,NA,NA,NA,NA,NA
FL013,module 3,Columbia County Public Health Department,Lake City,FL,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,65939,1,2008,2975774,"$1,000,000-$4,999,999",2913542,0,252247,252247,1612215,1909556,297341,0,67050,364,0,1860,37070,579353,0,66042,Vital Statistics,1,68759,13356,0,1,1,state,16,FL,LHD,1,12023,NA,NA,NA,NA,NA,NA
OR005,NA,Columbia Health District,St. Helens,OR,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,48853,6,2008,1078121,"$1,000,000-$4,999,999",1110056,0,100000,100000,179898,385705,205807,156268,38429,0,0,0,10446,0,0,419208,"Fees associated with environment health, Columbia Health District support of Public health and any misc income.",1,99430,4927,0,1,0.9,local,26.17,OR,LHD,1,41009,Columbia,County,41,2007,13.4,Duplicate Case
MO025,NA,Columbia-Boone County Health Department,Columbia,MO,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",city/county,150922,9,2007,5001268,"$5,000,000-$9,999,999",5001268,1805050,2717058,912008,130464,1206862,1076398,12183,85848,30419,304450,0,176320,174319,0,293809,"Subcontract with local agency for family planning ($5417), Misc. health services billed to state corrections for PPD/vaccines ($400), Vital Records Fees - $270,592), Donations ($1852), Misc Revenues not included above ($15548)",1,197344,43124,0,1,3,local,9.42,MO,LHD,1,29019,Boone,County,29,2007,14.9,Duplicate Case
NC019,module 2,Columbus County Health Department,Whiteville,NC,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,55205,6,2008,6440421.5,"$5,000,000-$9,999,999",6685969,0,524355,524355,626727,749479,122752,302814,1899377,2303760,135301,121734,649149,0,0,0,NA,2,54651,17505,0,1,1,local,3.67,NC,LHD,1,37047,Columbus,County,37,2005,25.4,Duplicate Case
OK016,module 1,Comanche County Health Department,Lawton,OK,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",county,115386,6,2008,4062980.56,NA,5296924.95,NA,1794470,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,NA,state,0.17,OK,LHD,1,40031,Comanche,County,40,2003,23.8,Duplicate Case
AL018,NA,Conecuh County Health Department,Evergreen,AL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,13963,1,2008,1488499,"$1,000,000-$4,999,999",1769881,0,0,0,272170,365161,92991,0,979402,371536,0,0,2165,17296,0,17216,"At the county level the public can get a copy of a birth certificate, death certificate and marriage certificate.  There is a $12.00 charge for the certificate and $4.00 for each additional copy.",1,30958,22201,0,1,NA,state,2.5,AL,LHD,1,1035,NA,NA,NA,NA,NA,NA
CO011,NA,Conejos County Public Health Nursing Service,La Jara,CO,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,8808,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,local,5.42,CO,LHD,1,8021,NA,NA,NA,NA,NA,NA
CA008,module 3,Contra Costa Health Services,Martinez,CA,esri 2007,500000+,500000+,"1,000,000+","1,000,000+",1 million +,county,1047327,1,2008,662000000,"$10,000,000+",662000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,909283,172270,256256,1,12,local,13.08,CA,LHD,1,6013,Contra Costa,County,6,2003,9.4,Duplicate Case
WY006,module 2,Converse County Public Health Nursing,Douglas,WY,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,12879,1,2008,347179,"<$500,000",299175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,County checking account interest,3,NA,NA,NA,1,1,local,20.25,WY,LHD,1,56009,NA,NA,NA,NA,NA,NA
AR015,module 1,Conway County Health Unit,Morrilton,AR,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,20983,6,2008,877108.2,NA,877108.2,NA,107400,NA,85554,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,4,NA,NA,NA,0,NA,state,0.42,AR,LHD,1,5029,NA,NA,NA,NA,NA,NA
MN025,NA,Cook County Public Health,Grand Marais,MN,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,5749,1,2008,272191,"<$500,000",91531,0,65902,65902,5492,25629,20137,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,1,1,local,10.33,MN,LHD,1,27031,NA,NA,NA,NA,NA,NA
OR006,NA,Coos County Health Department,North Bend,OR,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,64076,6,2008,2231620,"$1,000,000-$4,999,999",2072281,2723,2723,0,458575,958150,499575,0,636860,19165,2831,57715,128302,201589,12000,52946,"Medicaid Administrative Claiming; Donations, Bay Area Hospital, Grants",1,158066,47394,0,1,1.1,local,7.92,OR,LHD,1,41011,NA,NA,NA,NA,NA,NA
AL019,NA,Coosa County Health Department,Rockford,AL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,11937,9,2008,271326,"<$500,000",197038,0,15000,15000,78034,118278,40244,0,62061,0,0,0,1015,7210,0,0,NA,1,NA,NA,NA,1,3,state,8.92,AL,LHD,1,1037,NA,NA,NA,NA,NA,NA
NY011,NA,Cortland County Health Department,Cortland,NY,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,48665,12,2007,8357323,"$5,000,000-$9,999,999",7182023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,62250,12750,0,1,0.5,local,9,NY,LHD,1,36023,NA,NA,NA,NA,NA,NA
CO012,module 1,Costilla County Public Health,San Luis,CO,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,3573,12,2007,1069924,"$1,000,000-$4,999,999",1028000.06,0,4650,4650,111883,230627,118744,0,723403,2559,0,0,0,0,0,66762,"This includes:  Bank Interest, School Contracts, Nurse contracts",2,18971,13814,0,1,0.5,local,19.33,CO,LHD,1,8023,NA,NA,NA,NA,NA,NA
OK017,NA,Cotton County Health Department,Walters,OK,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,6627,6,2008,164694.01,"<$500,000",237464.61,NA,100600,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,NA,state,0.17,OK,LHD,1,40033,NA,NA,NA,NA,NA,NA
CA040,module 1,"County of San Diego, Health and Human Services Agency, Public Health Services",San Diego,CA,esri 2007,500000+,500000+,"1,000,000+","1,000,000+",1 million +,county,3064142,6,2008,77551096,"$10,000,000+",77551096,39934,36745220,36705285,10600899,13576746,2975847,26481555,0,0,176436,0,0,0,0,571139,"No comment listed  $48 Revenue share to HHSA from Assessors, Recorder, County Clerk for duplicating and filing doc fees.         $395,703 GF reimbursement for Fax fees  $102,277 Telephone expense refunds      $89 Recovered Expenditures (HIV pro",1,2511095,513244,1346542,1,36.26,local,1.5,CA,LHD,1,6073,San Diego,County,6,2004,13,Duplicate Case
AL020,module 3,Covington Health Department,Andalusia,AL,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,36867,9,2007,3180622,"$1,000,000-$4,999,999",3183540,23000,51801,28801,198280,442368,244088,0,2449204,0,22039,0,22971,61927,0,133230,miscellaneous     tranfers etc.,1,30958,22201,0,1,NA,state,35.17,AL,LHD,1,1039,NA,NA,NA,NA,NA,NA
WA008,module 2,Cowlitz County Health Department,Longview,WA,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",county,99019,1,2008,2580248,"$1,000,000-$4,999,999",2580248,0,566225,566225,620623,1355976,735353,0,190235,0,99924,0,24078,264673,0,79137,vital records,1,140430,46556,0,1,1,local,1.83,WA,LHD,1,53015,Cowlitz,County,53,2007,22.4,Duplicate Case
OK018,NA,Craig County Health Department,Vinita,OK,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,15131,6,2008,789522.17,NA,956729.4,NA,150000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3200,0,1,1,state,13.58,OK,LHD,1,40035,NA,NA,NA,NA,NA,NA
AR016,module 2,Craighead County Health Unit,Jonesboro,AR,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",county,90145,6,2008,3801242.9,NA,3801242.9,NA,271120,NA,267339,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,4,NA,NA,NA,NA,NA,state,6.83,AR,LHD,1,5031,Craighead,County,5,2004,19.6,Duplicate Case
NC020,module 2,Craven County Health Department,New Bern,NC,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",county,94746,1,2008,NA,NA,NA,0,3437000,3437000,72000,1452000,1380000,0,5094000,0,192000,0,0,268000,0,0,Miscellaneous grants,2,41000,15000,0,1,0.5,local,16.67,NC,LHD,1,37049,Craven,County,37,2004,16.6,Duplicate Case
IL088,module 2,Crawford County Health Department,Robinson,IL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,19840,11,2007,704366,"$500,000-$999,999",790874,0,162301,162301,254120,394791,140671,0,97033,39449,0,0,76189,10332,0,10778,Other- Interest income,2,25772,15754,0,1,6,local,11.58,IL,LHD,1,17033,NA,NA,NA,NA,NA,NA
IN013,NA,Crawford County Health Department,English,IN,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,11197,1,2008,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,0,0,0,0,NA,local,NA,IN,LHD,1,18025,NA,NA,NA,NA,NA,NA
KS014,NA,Crawford County Health Department,Pittsburg,KS,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,38542,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,36000,40000,0,0,NA,local,12.92,KS,LHD,1,20037,Crawford,County,20,2007,14.7,Duplicate Case
AR017,module 3,Crawford County Health Unit,Van Buren,AR,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,58752,6,2008,1769996.2,NA,1769996.2,NA,118420,NA,179720,0,NA,0,NA,NA,0,0,0,0,0,0,"LHU budget is state and county funded. Limited county funds. LHU Administrator does not have access to state budget alloted to the LHU. county funds cover utilites, building manitenance, office supplies and postage only.",3,0,0,0,0,NA,state,2.08,AR,LHD,1,5033,NA,NA,NA,NA,NA,NA
IA030,NA,"Crawford County Home Health, Hospice & Public Health",Denison,IA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,16999,6,2008,1452473,"$1,000,000-$4,999,999",1251349,0,1235,1235,251421,308692,57271,0,333422,469138,26602,32282,63091,0,0,16887,"Donations = $10386 Misc Fees, i.e. Copies = $1618 Reimbursement of Monies Paid = $4883",1,22075,7251,0,0,NA,local,8.42,IA,LHD,1,19047,NA,NA,NA,NA,NA,NA
MO027,NA,Crawford County Nursing Service/Health Department,Steelville,MO,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,24128,1,2007,435899,"<$500,000",459710,0,150587,150587,55963,227496,171533,0,34090,10475,23811,0,0,13250,0,0,NA,2,21835,17197,0,0,NA,local,19.42,MO,LHD,1,29055,NA,NA,NA,NA,NA,NA
WI015,NA,Crawford County Public Health,Prairie du Chien,WI,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,17464,12,2007,386252,"<$500,000",449127,0,327305,327305,2850,57860,55010,3522,4754,0,0,0,0,0,0,55685,Contracted services with Crawford County Human Services and the Wauzeks-Steuben School District,2,0,0,0,1,2,local,15.17,WI,LHD,1,55023,NA,NA,NA,NA,NA,NA
OK019,module 1,Creek County Health Department,Sapulpa,OK,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,70393,6,2008,2620417.08,"$500,000-$999,999",3434721.5,NA,800000,NA,NA,400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3200,0,1,2,state,12.17,OK,LHD,1,40037,Creek,County,40,2004,17,Duplicate Case
AL021,module 1,Crenshaw County Health Department,Luverne,AL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,14062,9,2007,657818,"$500,000-$999,999",650811,7000,7000,0,146664,236778,90114,0,381852,0,0,0,29253,0,0,0,NA,1,40726,17482,0,1,NA,state,1.92,AL,LHD,1,1041,NA,NA,NA,NA,NA,NA
TN018,NA,Crockett County Health Center,Alamo,TN,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,14869,6,2007,637657,"$500,000-$999,999",637657,0,73309,73309,134946,274993,140047,0,89519,10766,0,3651,30577,0,0,154842,Medicaid...Tennessee TennCare Other....Interdepartmental Revenue...Revenues received from other state departments for services provided.,1,NA,NA,NA,0,NA,state,0.42,TN,SUB108,1,47033,NA,NA,NA,NA,NA,NA
OR007,NA,Crook County Health Department,Prineville,OR,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,22842,1,2008,NA,NA,NA,0,94610,94610,36326,363076,326750,0,81500,0,2500,0,26050,0,0,8212,"Donations, OHSU - CaCoon Program",1,80000,20000,0,1,1.3,local,0.75,OR,LHD,1,41013,NA,NA,NA,NA,NA,NA
WY007,NA,Crook County Health Department,Sundance,WY,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,6333,6,2008,99373,"<$500,000",NA,0,99373,99373,0,0,0,0,0,0,0,0,0,0,0,0,"The county sets our budget for the fiscal year.  We may bring in revenue throughout the year but that is never put back into our budget. We requested 102,373.10 from the county for fiscal year 07-08 we actual spent 99,373.  Throughout that year",1,NA,NA,NA,1,1,local,9.58,WY,LHD,1,56011,NA,NA,NA,NA,NA,NA
AR019,module 2,Cross County Health Unit,Wynne,AR,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",city/county,19888,1,2008,1007849.3,NA,1007849.3,NA,59096,NA,280890,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,3,NA,NA,NA,0,NA,state,0,AR,LHD,1,5037,NA,NA,NA,NA,NA,NA
MN014,module 1,Crow Wing County Health Services,Brainerd,MN,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,62837,1,2007,1874865,"$1,000,000-$4,999,999",1527003,100653,100653,0,336276,481310,145034,395382,378346,67334,0,11990,74711,17279,0,0,NA,2,58676,29916,0,1,1.2,local,5.83,MN,LHD,1,27035,NA,NA,NA,NA,NA,NA
AL022,module 3,Cullman County Health Department,Cullman,AL,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",county,81338,9,2007,2784754,"$1,000,000-$4,999,999",2884042,52291,145552,93261,256794,713008,456214,0,1458181,405735,0,9211,8008,55720,0,88627,"Those include Immunization, vital statistics, indirect cost reimbursement, etc. . .",1,14120,26241,0,1,0.5,state,2.92,AL,LHD,1,1043,NA,NA,NA,NA,NA,NA
IL014,NA,Cumberland County Health Department,Toledo,IL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,11500,11,2008,399460,"<$500,000",415607,0,61796,61796,222721,262121,39400,0,12222,0,3742,0,75726,0,0,0,NA,2,NA,NA,NA,1,0.5,local,0.5,IL,LHD,1,17035,NA,NA,NA,NA,NA,NA
NC021,module 3,Cumberland County Health Department,Fayetteville,NC,esri 2007,50000-499999,100000-499999,"250,000-499,999","250,000-499,999","200,000-499,999",county,309872,6,2008,14831234,"$10,000,000+",15398275,0,7615776,7615776,1777263,3979738,2202475,0,1789143,0,8426,0,1405894,0,0,599298,"Note: Private foundations has written next to it ""March of Dimes"" Note: Patient personal fee has written next to it ""Medicare and Private Health Insurance"".  Other:  Health Department Fund Balance:       $88,719 Other:  Cumberland County School",2,618507,53207,0,1,5.7,local,5.5,NC,LHD,1,37051,Cumberland,County,37,2007,23.7,Duplicate Case
TN019,NA,Cumberland County Health Department,Crossville,TN,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,52915,1,2008,1709773,"$1,000,000-$4,999,999",1709773,0,57500,57500,197240,229695,32455,233039,1037304,16234,0,10488,94648,0,0,30865,Death and Birth Certificates,1,0,0,0,0,NA,state,2,TN,SUB105,1,47035,NA,NA,NA,NA,NA,NA
OR008,module 1,Curry County Health Department,Gold Beach,OR,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,22664,6,2008,1200000,"$1,000,000-$4,999,999",1200000,0,0,0,58000,290600,232600,266550,200000,300000,4000,10000,3600,156000,0,7500,Donations,2,92112,28142,0,1,0.8,local,NA,OR,LHD,1,41015,Curry,County,41,2007,7.7,Duplicate Case
OK020,module 3,Custer County Health Department,Clinton,OK,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,26249,7,2008,902396.44,NA,1233660.9,NA,606000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,state,14.08,OK,LHD,1,40039,NA,NA,NA,NA,NA,NA
MT010,NA,Custer County Public Health Department,Miles City,MT,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,11333,6,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0.8,local,3.5,MT,LHD,1,30017,NA,NA,NA,NA,NA,NA
GA043,NA,Dade County Health Department,Trenton,GA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,16269,1,2008,457187,"<$500,000",441150,0,134040,134040,155751,212481,56730,0,13519,0,0,0,34209,29727,0,17174,Interest earned and contracts,1,0,5762,0,0,NA,local,14.58,GA,LHD,1,13083,NA,NA,NA,NA,NA,NA
MO028,module 2,Dade County Health Department,Greenfield,MO,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,8056,12,2007,401806,"<$500,000",401806,0,86638,86638,NA,105639,NA,NA,160,8000,0,0,0,15300,0,0,NA,4,10956,10631,0,0,NA,local,1.42,MO,LHD,1,29057,NA,NA,NA,NA,NA,NA
MN015,module 1,Dakota County Public Health Department,West St. Paul,MN,esri 2007,50000-499999,100000-499999,"250,000-499,999","250,000-499,999","200,000-499,999",county,410244,12,2007,13201214,"$10,000,000+",13201214,0,4274677,4274677,285293,NA,NA,NA,3600229,0,510709,375484,0,0,0,42950,Fees - Client and Non-Client.,1,378441,152073,97121,1,5.05,local,0.75,MN,LHD,1,27037,Dakota,County,27,2004,14.6,Duplicate Case
AL023,module 1,Dale County Health Department,Ozark,AL,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,48419,9,2007,1461983,"$1,000,000-$4,999,999",1280343,0,107396,107396,83930,404092,320162,0,689755,0,0,0,51522,27578,0,0,NA,1,40726,17482,0,1,NA,state,1.92,AL,LHD,1,1045,NA,NA,NA,NA,NA,NA
AL024,NA,Dallas County Health Department,Selma,AL,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",city/county,43469,9,2007,4643784,"$1,000,000-$4,999,999",5169468,27000,55944,28944,393420,862573,469153,0,2903846,746182,0,0,1951,0,0,598972,"Vital Statistics, Indirect Cost Reimbursement,Interfund County Administration etc.",2,32710,17622,0,NA,0,state,17.67,AL,LHD,1,1047,Dallas,County,1,2007,17,Duplicate Case
MO029,module 1,Dallas County Health Department,Buffalo,MO,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,16677,12,2007,461743,"<$500,000",496824,0,138788,138788,47141,176430,129289,0,14044,10717,77075,0,35077,14330,0,30331,Interest 9219 Vital Records 15056 Donations 2207 Fema Reimbursement 1093 Reimbursments 2756,1,34000,17700,16300,1,0.1,local,5.33,MO,LHD,1,29059,NA,NA,NA,NA,NA,NA
AR020,NA,Dallas County Health Unit,Fordyce,AR,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,8582,6,2008,674262.3,NA,674262.3,NA,17800,NA,102739,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,1,NA,NA,NA,0,NA,state,3.83,AR,LHD,1,5039,NA,NA,NA,NA,NA,NA
MT011,NA,Daniels County,Scobey,MT,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,1872,6,2008,96245,"<$500,000",110150,0,3500,3500,19560,106650,87090,0,0,0,0,0,0,0,0,0,NA,2,29895,3321,0,1,0.5,local,8.33,MT,LHD,1,30019,NA,NA,NA,NA,NA,NA
OH038,NA,Darke County Health District,Greenville,OH,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",city/county,53277,1,2008,NA,NA,1430529,337371,337371,0,15894,452460,436566,91860,4209,5939,0,0,90321,350793,0,97576,NA,1,113847,9156,0,1,1.3,local,23.25,OH,LHD,1,39037,NA,NA,NA,NA,NA,NA
